Time,Latitude,Longitude,Depth/Km,Magnitude
13:26.9,42.6148,13.2938,6.8,2.9
16:32.0,42.6832,13.2578,10.9,2
22:03.1,42.7638,13.2268,10.3,2.2
38:44.2,42.7412,13.2033,10.2,2
41:34.5,42.8452,13.221,8.6,2.4
46:21.0,42.7953,13.2033,9,2.6
47:10.3,42.7603,13.2062,9.5,2.5
51:40.2,42.6323,13.3263,8.2,3.8
53:21.9,42.812,13.2123,8.4,2.8
56:57.5,42.7845,13.1753,6.3,2.9
56:57.3,42.7905,13.2153,7.9,2.9
47:47.2,42.7892,13.2075,9.4,2.1
47:47.1,42.7917,13.216,9.5,2.4
56:14.8,42.6277,13.2372,10.9,2.3
58:16.3,42.6197,13.2258,10.4,2.2
19:19.8,42.8027,13.1437,10.3,2.1
32:23.6,42.6158,13.2768,11.5,2.6
38:17.0,42.7453,13.2217,9,2.1
51:47.6,42.6218,13.2183,9.9,2.7
55:23.9,42.7592,13.2278,9.9,2.3
00:54.8,42.6188,13.3012,8.3,2.2
03:16.6,42.8742,13.2278,8.1,2.7
06:46.7,42.6213,13.2533,10.3,2.2
08:04.3,42.7488,13.2178,9.9,2.6
23:19.1,42.6227,13.3152,12.3,2.5
27:54.4,42.7557,13.196,10.7,2.5
39:17.2,42.782,13.2098,10.5,2.2
45:59.8,42.6192,13.2292,11.4,2.3
21:32.1,42.6532,13.2873,6.7,2.7
21:52.3,42.8352,13.2547,8.4,2.8
23:55.7,42.7388,13.2305,10.2,2.3
27:06.5,42.7393,13.2198,10.4,2.6
34:03.6,42.8068,13.226,7.4,2
35:14.4,42.6192,13.2902,7.8,2
38:30.9,42.7458,13.2307,10.3,2.1
59:37.4,42.6137,13.3032,6.9,3.2
00:37.2,42.6612,13.2633,14.5,2.3
08:16.1,42.6938,13.3038,10.1,2
30:28.5,42.6125,13.2362,10.8,2.5
32:34.2,42.7757,13.108,6.7,2.2
45:44.2,42.7982,13.1757,9.8,2
07:59.2,42.6982,13.2355,10.6,2.1
26:52.7,42.6528,13.2943,7.8,2.3
41:43.0,42.7613,13.2593,8.5,2.3
46:00.5,42.7405,13.1342,9.7,2.5
48:49.2,42.6657,13.2622,9.9,2.3
50:53.8,42.6117,13.2618,11.5,2.4
54:14.0,42.6072,13.3067,8.2,2.5
55:18.2,42.7575,13.2023,9.9,2.5
01:30.4,42.6348,13.2092,13.7,2.2
03:33.7,42.6397,13.2217,10.9,2.1
19:40.1,42.8072,13.1563,10.1,2.1
21:59.6,42.8123,13.1763,10.3,2.8
21:59.7,42.8148,13.1697,9.4,2.9
28:42.2,42.8022,13.2648,10.7,2.2
36:47.6,42.5837,13.2723,10.8,2
38:35.6,42.6167,13.305,9,2.3
45:50.7,42.7917,13.2352,7.1,2.1
53:11.2,42.6378,13.2173,13.7,2.4
12:02.5,42.7522,13.2088,9.8,2.1
16:52.7,42.8368,13.2242,9.2,2.1
18:11.8,42.6997,13.2462,10.8,2.1
21:58.5,42.6132,13.2522,10.7,3.2
36:05.2,42.6003,13.2823,7.5,4.4
39:19.9,42.7693,13.1258,10.7,2.7
42:00.1,42.7342,13.1623,8.7,2.2
43:00.0,42.6852,13.2048,10.8,2
47:55.7,42.623,13.2915,7.2,2.8
50:19.8,42.7288,13.1748,10.1,2.3
51:24.6,42.6227,13.3027,7.5,2
55:00.7,42.8622,13.2407,8.1,2
55:30.6,42.7988,13.2425,9.1,2.2
09:53.7,42.621,13.2883,8.2,2.7
12:32.9,42.7682,13.246,8.9,2
13:11.6,42.6067,13.3127,11,2.1
16:24.2,42.6718,13.2158,10.4,2.3
19:40.3,42.7707,13.2215,14,2.4
27:22.2,42.61,13.3033,7.5,2.2
34:55.4,42.605,13.294,9.6,2.8
36:09.3,42.81,13.1987,10,2.1
37:34.0,42.746,13.1982,10.5,2.2
46:09.0,42.6212,13.2987,8.5,2.1
47:27.5,42.7247,13.209,10.7,2.4
54:50.0,42.6807,13.2195,10.1,2.2
07:48.7,42.6267,13.3017,8.3,2.2
17:18.6,42.7773,13.1187,8.1,2.7
25:08.2,42.783,13.1197,7.6,2
25:48.4,42.7427,13.2463,10.2,2.2
55:33.6,42.7948,13.2022,9.1,2.5
58:47.6,42.8123,13.245,8.5,2.1
06:43.2,42.8093,13.2372,8.4,2.1
14:50.6,42.7322,13.2343,9.3,2.1
15:24.7,42.7993,13.2092,10,2.2
22:30.0,42.8432,13.2212,7.8,2.9
24:09.7,42.6198,13.2957,9.7,2
32:53.0,42.6863,13.2095,10.3,2.5
49:07.7,42.8162,13.2393,9.4,2.1
00:51.9,42.8285,13.2318,8.6,2.1
09:22.8,42.7037,13.2243,8.2,2.4
10:28.8,42.6785,13.1877,10.4,2.4
23:44.8,42.8088,13.2493,9,2.7
32:10.9,42.7987,13.2158,10,2.1
47:25.0,42.8315,13.2227,9,2
54:38.4,42.6107,13.2985,7.5,2.3
57:43.1,42.8048,13.2012,9.9,2
59:13.3,42.7763,13.2478,9.6,2.3
00:15.0,42.8153,13.1932,10.5,2.2
22:42.5,42.6612,13.2603,10,2
30:24.2,42.6258,13.2995,8,2.1
31:10.2,42.8108,13.2493,7.3,2.7
31:59.9,42.7548,13.1677,11,2.1
32:25.1,42.8338,13.1598,10.3,2.2
37:39.2,42.7567,13.1487,9.2,2.5
45:23.4,42.6412,13.2998,10.9,2.1
51:25.2,42.6058,13.2938,7.9,2.5
59:55.9,42.7917,13.2623,11.1,2.2
02:54.5,42.6083,13.2997,8.2,2
08:10.3,42.6083,13.2673,10.3,2.2
29:08.0,42.63,13.3088,7.6,2.8
34:41.2,42.6342,13.2262,9.2,2.3
42:31.9,42.7658,13.1483,9.9,2
47:02.9,42.7392,13.176,10.9,2
00:58.0,42.6177,13.2983,7.5,2.2
05:31.2,42.644,13.2838,8,2.2
07:14.0,42.8025,13.1628,10.2,2.1
12:23.6,42.7825,13.1778,16.7,2
31:28.6,42.7923,13.2163,8.9,2.4
32:43.1,42.739,13.2203,10.4,2.3
40:45.0,42.5908,13.2883,10.4,3.4
44:02.4,42.6115,13.2267,14.6,2.1
48:49.8,42.6062,13.2968,9.6,2.6
17:48.6,42.7623,13.158,10.4,2
26:48.5,42.6258,13.2252,9.7,2.4
40:42.0,42.8187,13.1925,10.1,2.3
42:37.4,42.7912,13.1968,6.6,2
49:44.2,42.812,13.1817,15.3,2.2
55:13.3,42.792,13.1487,10.8,2.2
59:27.8,42.8188,13.1637,8.8,2.3
00:16.6,42.6348,13.2967,10.5,2.2
05:17.4,42.7252,13.1923,10.4,2.5
06:06.4,42.6408,13.2913,8.3,2.7
09:31.5,42.7198,13.2247,9.9,2
14:24.2,42.6237,13.2902,7.9,2.6
14:24.3,42.6298,13.2972,8.1,2.4
16:23.1,42.5332,13.2217,10.6,2.2
20:47.6,42.7233,13.2213,10.4,2
24:21.3,42.7347,13.2017,8.7,2
26:37.3,42.8257,13.1568,8.4,2.4
27:19.4,42.6038,13.2507,10.7,2.5
39:17.4,42.8048,13.2113,9.9,2.4
40:46.8,42.8128,13.2102,12.6,2.2
53:25.4,42.8182,13.1487,8,2
56:04.2,42.8168,13.1508,4.2,2.1
08:55.1,42.8447,13.1717,13.3,2.1
13:06.8,42.7365,13.3098,19.3,2.6
13:45.5,42.8317,13.1635,10.2,2.3
16:24.6,42.7497,13.1895,9.6,2.1
20:03.4,42.8323,13.1598,9.9,2
24:41.6,42.7368,13.1947,6.5,2
43:46.0,42.7273,13.2498,10,2.3
45:10.8,42.6165,13.2255,11.2,2.3
46:23.7,42.8062,13.223,7.8,3.1
46:23.8,42.8118,13.2147,9.3,2.8
47:17.3,42.8133,13.1842,8,2.3
48:16.2,42.772,13.1577,11.1,2
54:20.6,42.8217,13.2108,6.7,2.2
56:26.7,42.8123,13.233,7.8,2
28:10.9,42.8242,13.1417,9.6,2
34:07.6,42.8408,13.137,8.2,2
35:45.1,42.7717,13.2427,9.3,2.3
36:13.8,42.6138,13.317,11,2
49:55.6,42.8047,13.2337,9,3.6
02:17.7,42.8072,13.1857,6.9,2.1
04:09.2,42.6617,13.2842,8.3,3.6
13:29.8,42.805,13.2078,9.2,2.3
19:59.2,42.7402,13.2243,6.3,2
29:31.9,42.7225,13.1993,10.8,2.3
30:22.7,42.7317,13.1858,10.3,2.3
36:29.9,42.6753,13.2233,12,2.1
53:20.0,42.6252,13.2435,10.9,2.1
06:47.2,42.6227,13.3058,11.1,2.2
09:00.4,42.7892,13.2265,5.4,2
09:59.9,42.7555,13.1952,9.6,2.2
26:49.2,42.8215,13.1567,9,2.1
41:06.6,42.8103,13.2402,9.3,2.3
04:40.4,42.8277,13.1465,11.1,2
05:05.4,42.8025,13.17,9.9,2.2
08:21.4,42.848,13.2087,6.8,2.1
35:25.8,42.8063,13.1567,8.7,2.7
53:15.7,42.7328,13.2713,9.8,2.2
55:08.3,42.6233,13.3027,10.6,2.1
05:51.4,42.7293,13.237,9.5,2.1
06:25.4,42.6818,13.2103,10.6,2.1
08:51.2,42.6193,13.3087,9.1,2.5
14:39.7,42.716,13.2797,10.6,2.2
24:01.6,43.2828,12.6533,9.9,2
31:00.8,42.7953,13.1972,10.2,2.4
37:42.8,42.7628,13.1868,9.6,2.1
02:24.1,42.8073,13.1498,10.1,2
08:03.1,42.6975,13.2305,10.7,3
09:45.4,42.6953,13.2363,9.5,2.3
11:56.0,42.6163,13.2985,11,2.1
21:09.9,42.6153,13.2952,7.5,3
28:25.9,42.6048,13.2915,8.7,4.8
33:57.3,42.6183,13.2987,7,2.6
35:51.8,42.7177,13.2668,10.1,2.7
37:12.9,42.5982,13.3077,10,2
39:49.4,42.7567,13.1682,9.4,2.4
41:21.4,42.623,13.2982,10.7,2.8
42:02.5,42.619,13.3032,9.8,2.7
42:58.3,42.7063,13.2333,9.8,2.1
45:02.3,42.6095,13.2793,5.4,2.5
45:48.2,42.6143,13.31,10.2,2.3
46:37.5,42.6807,13.1823,9.9,2
48:20.6,42.6038,13.3013,8.9,2.1
49:06.7,42.8227,13.2533,8.5,2.1
50:41.7,42.7845,13.1678,10.3,2.1
53:35.7,42.626,13.2925,5.3,2.1
54:39.2,42.7518,13.2442,10.8,2.1
56:12.0,42.6105,13.3022,6.1,2.5
03:51.9,42.6075,13.3147,9.2,2.7
08:30.6,42.7778,13.1587,9.8,3.2
08:54.8,42.6188,13.2985,7.5,3.3
15:44.3,42.6302,13.2933,7.2,2.4
17:05.3,42.7528,13.2125,9.8,3.2
18:49.9,42.5952,13.3243,8.8,2.2
20:02.2,42.6413,13.2483,9.4,2.1
26:26.8,42.6217,13.3032,6.7,2.6
26:59.7,42.8083,13.147,9.7,2.8
32:52.3,42.7723,13.1493,8.5,3.3
34:32.3,42.8077,13.1918,9.2,2.4
36:38.1,42.5963,13.3097,11.2,2.3
37:13.2,42.8038,13.1622,10.4,2.3
40:27.3,42.6115,13.3013,7,2.3
43:58.4,42.6025,13.3037,6.3,2.4
45:07.4,42.5985,13.2975,7.3,2.8
50:34.2,42.6298,13.2967,6.8,3.1
51:17.6,42.5673,13.2887,10.2,3
52:39.5,42.6115,13.3052,6.6,2.4
08:11.9,42.7592,12.8647,7.1,2.8
13:14.9,42.9167,13.256,7.5,2.2
17:16.8,42.6013,13.3048,9.1,2.1
25:34.2,42.8143,13.2448,8.4,2.1
31:24.7,42.6213,13.3005,7.2,2.4
32:45.2,42.616,13.311,8.2,2.4
52:47.1,42.6083,13.2918,7.4,2.1
54:20.0,42.6002,13.2972,5.9,2.3
00:02.2,42.7937,13.203,10.3,2.5
00:02.2,42.7952,13.2067,9.6,2.4
13:37.8,42.6093,13.2998,7.5,2.1
18:57.3,42.6167,13.2998,6.7,2.6
24:14.2,42.6315,13.3017,9.7,2.2
29:05.2,42.7882,13.2142,10,2.7
30:11.8,42.7657,13.1893,10.4,2.5
47:29.0,42.774,13.1493,6.8,2.3
56:40.3,42.778,13.2133,9.2,2
58:25.6,42.6283,13.2867,5.3,2.3
14:05.5,42.6117,13.2973,7.8,2.7
18:52.6,42.8063,13.2463,6.2,2.4
18:52.5,42.8122,13.245,6.4,2.1
44:54.8,42.7697,13.1227,10.8,2.2
45:36.3,42.7968,13.1413,8.5,2.1
51:10.2,42.7487,13.218,7.9,2.1
09:44.8,42.7967,13.1558,9,2
10:28.5,42.7473,13.2298,9.2,2.1
24:10.4,42.7792,13.1785,9.8,2.8
32:03.7,42.7683,13.1087,10.5,2.2
33:10.0,42.7662,13.1893,10,2.1
39:53.7,42.7967,13.2152,9.1,2.5
41:18.5,42.7888,13.2078,7.9,2.2
43:55.5,42.6098,13.2987,6.3,2.3
44:25.0,42.6243,13.3083,6.9,2.4
22:46.6,42.7157,13.2105,10.2,2
33:59.1,42.8623,13.1603,10.7,2.3
34:56.4,42.629,13.3073,6.3,2.1
39:01.0,42.6152,13.308,10.8,2.3
44:19.8,42.8338,13.1602,10.7,2
49:21.4,42.6332,13.307,7.8,2.1
49:48.0,42.5705,13.4015,9.4,2.6
52:25.2,42.6218,13.2807,10.4,2.6
52:48.4,42.7463,13.2083,8.7,2.6
59:08.0,42.8027,13.167,9.5,2.3
06:44.7,42.6143,13.304,10.5,3
14:57.5,42.596,13.2993,7.5,2
18:59.6,42.6175,13.2867,10.7,2.1
26:11.7,42.7002,13.2933,10.7,2.1
34:30.5,42.6177,13.3317,10.4,2
08:01.6,42.7922,13.2373,7,2.8
08:57.5,42.6092,13.3017,8.7,2.7
09:38.4,42.6078,13.3012,7.9,2.4
20:41.0,42.7518,13.1657,9.8,2
31:20.9,42.7637,13.2122,10.3,2.4
35:23.9,42.6207,13.2478,10,2.4
43:18.3,42.6247,13.2127,11.3,2
46:23.7,42.6508,13.2917,7.5,2
48:46.1,42.8135,13.1577,10.3,2
50:00.2,42.8623,13.1652,10.5,2.1
50:41.8,42.8222,13.241,9.6,2
10:56.3,42.732,13.1822,9.6,2.4
14:28.2,42.8182,13.2367,9.8,2.4
27:48.1,42.6225,13.3003,7.4,2.4
34:34.1,42.6218,13.3167,8.2,2.5
35:30.1,42.8107,13.1743,9.5,2.3
47:32.0,42.8345,13.2172,8.3,2.6
08:06.4,42.8168,13.1675,10,2.1
15:09.7,42.5157,13.3038,14,2.1
32:50.6,42.5967,13.2815,10.1,3.7
33:40.9,42.6687,13.2097,14.8,2.8
38:15.3,42.6195,13.2853,7.3,2.1
48:40.0,42.761,13.1717,10.2,2
16:23.7,42.6017,13.2925,7.3,3
22:34.0,42.7412,13.1888,8.1,2.3
37:08.4,42.7483,13.1905,9.9,2.4
42:53.9,42.7957,13.2473,9.3,2
47:41.7,42.8127,13.2463,9.6,2
49:55.9,42.7587,13.245,9.9,2
04:15.3,42.5883,13.2957,8.5,2.9
05:29.2,42.6922,13.1613,10.8,3.5
09:18.2,42.5993,13.298,6.7,2.7
10:24.8,42.7687,13.1255,10.3,2.1
14:27.3,42.7022,13.1637,10.9,2.1
37:47.4,42.6533,13.2262,11.3,2
38:24.7,42.8075,13.1757,9.9,2
11:55.5,42.6412,13.2992,10.9,2.8
14:04.8,42.8023,13.1503,7,2.1
14:33.8,42.7898,13.2412,9.3,2.1
18:13.5,42.6272,13.2962,7.6,2.3
37:11.0,42.586,13.2965,9,2.5
45:57.5,42.8568,13.2415,9.5,2.1
56:21.1,42.7852,13.2352,8.3,2.2
59:20.1,42.5142,13.2903,10.9,2.2
15:04.4,42.5902,13.3012,8.3,2.7
16:47.7,42.7773,13.259,14.6,2.1
24:27.6,42.6067,13.3052,9.8,2.2
35:25.8,42.7673,13.1798,9.6,2.2
36:23.7,42.7637,13.2352,9.1,2
51:38.2,42.6862,13.1742,10,2.8
52:07.1,42.6127,13.2953,7.7,2.8
01:21.4,42.6098,13.2957,7.6,2
02:27.7,42.626,13.3035,7.7,2
03:17.8,42.6398,13.3157,7.9,2.5
17:47.2,42.6837,13.2933,9.7,2
43:20.0,42.6517,13.2512,11.1,2.6
58:09.6,42.708,13.2182,10.6,2.2
02:36.7,42.73,13.2028,10.2,2.1
04:41.9,42.6008,13.293,7.7,2.2
15:14.7,42.6252,13.2948,7.4,2.3
23:47.0,42.7388,13.1798,9.5,2.6
24:19.0,42.831,13.2335,9.1,2.2
26:28.3,42.793,13.1303,8,2.8
31:26.8,42.7873,13.1297,7.9,2.2
47:30.9,42.7438,13.1428,10.8,2.2
49:12.3,42.794,13.1532,10.1,3.2
51:50.1,42.7373,13.1692,10.2,2.6
56:30.4,42.7438,13.1728,10.7,2.6
56:30.5,42.746,13.175,10.6,2.5
57:43.1,42.7315,13.1858,9.2,2.2
58:18.8,42.7812,13.246,9.4,2.1
09:25.8,42.735,13.1808,10.8,2.1
17:40.2,42.6148,13.3055,10.2,2.4
19:18.2,42.8157,13.1683,10.4,2.5
26:42.9,42.9468,13.1017,12.5,2.2
44:06.5,42.5958,13.2798,7.6,2.6
50:58.6,42.6197,13.3108,9.8,2.1
55:49.5,42.6545,13.2207,10.4,2.1
13:35.4,42.7343,13.2158,9.9,2
19:50.5,42.7643,13.1168,12.3,2.1
29:00.7,42.8467,13.2177,8.8,2.8
31:34.2,42.7532,13.1333,8,2.2
37:47.7,42.8187,13.1542,10.4,2.4
38:53.0,42.638,13.2952,7.2,2.4
46:05.0,42.6293,13.2862,8.1,2.1
02:06.9,42.6407,13.2517,11.1,2.3
07:06.5,42.7982,13.1583,10.2,2
13:36.9,42.8423,13.2577,8.1,3.2
21:25.0,42.8225,13.2278,7.5,2
22:17.7,42.6257,13.2985,9.4,2.1
48:37.8,42.8232,13.1617,10,2
50:07.0,42.6165,13.3023,8.1,2.1
53:57.8,42.6112,13.325,9.2,2.2
03:25.0,42.6707,13.2747,10.4,2.4
04:23.3,42.6287,13.3035,10.9,2.5
05:08.8,42.6177,13.3248,9.8,2.3
06:43.4,42.7162,13.3073,13.4,2.2
17:28.7,42.7918,13.148,9.2,2.4
18:28.0,42.8227,13.1367,8.3,2.2
36:54.6,42.8992,13.2167,8.8,2.2
50:49.0,42.5968,13.308,8.6,2
52:39.1,42.8343,13.2482,9.1,2.1
53:29.4,42.8283,13.2473,8.1,2
59:42.8,42.8355,13.2432,8.9,2.2
00:26.2,42.8367,13.2412,8.8,2.2
07:22.4,42.7917,13.206,9.6,2
16:29.1,42.7748,13.1168,8.6,2.4
17:24.0,42.7743,13.1148,8.7,2.1
19:59.8,42.8013,13.1558,10,2.3
21:00.0,42.778,13.1107,8.3,2.4
26:39.8,42.8377,13.2437,8.9,3.7
29:11.5,42.6448,13.29,5.5,2.4
38:55.6,42.7582,13.2263,10.3,2.5
06:23.5,42.7725,13.1135,10.1,2
18:52.5,42.6277,13.3117,10.2,2.5
20:03.5,43.0967,13.1125,18.6,2.2
30:19.9,42.7497,13.2398,10.4,2
49:22.1,42.744,13.2627,10.3,2.7
50:59.3,42.8428,13.2377,7.8,4
52:23.7,42.6158,13.31,9.7,3
00:07.4,42.8415,13.2467,8.8,2.9
00:54.5,42.8402,13.2473,8.1,3.1
01:54.6,42.8322,13.2632,8.1,2.2
20:05.5,42.736,13.1892,8.8,2
30:10.9,42.7367,13.1903,10.1,2.8
32:40.6,42.8425,13.2397,8.6,2.3
38:48.7,42.8458,13.2398,8.7,2
40:18.2,42.8242,13.254,7.1,2.2
45:36.2,42.5552,13.2348,10.9,2
46:10.8,42.8007,13.2432,8.4,2
10:25.6,42.6647,13.3062,10,2.2
25:24.5,42.7248,13.2492,10.5,2.1
27:01.5,42.8307,13.2705,8.3,2.3
39:33.3,42.81,13.2427,7.9,2.1
48:58.9,42.7407,13.2587,10.2,2.1
56:44.8,42.7487,13.2477,10.1,2.9
57:41.8,42.6073,13.3118,8.2,2.4
13:07.6,42.8383,13.2537,8,2.4
24:04.5,42.6378,13.2862,6,2
26:11.5,42.7368,13.1957,10.1,2.2
36:05.8,42.6778,13.2695,10,2
42:03.2,42.6523,13.2097,12.8,2.4
01:13.3,42.8058,13.2445,8.3,2.1
08:29.9,42.8383,13.2357,7.2,3.3
20:30.2,42.5475,13.3098,16.3,3.2
22:44.3,42.7058,13.1975,8.9,2
40:07.4,42.5928,13.2737,9.8,2.2
41:03.4,42.7808,13.1637,10.2,2.5
52:03.0,42.7815,13.1638,10,2
57:48.4,42.8442,13.2492,8,2.4
03:57.6,42.8928,13.3727,9.7,2
14:02.3,42.8483,13.2368,8.3,2.6
14:02.3,42.8483,13.246,8.9,2.8
17:28.7,42.5958,13.3042,7.1,2
33:43.0,42.6238,13.3332,9.7,2
36:07.3,42.6277,13.2943,8.1,2.7
44:12.8,42.7658,13.2272,8.7,3
48:36.0,42.6465,13.2273,10.3,2.2
54:24.9,42.8347,13.2407,8.1,2.6
55:53.8,42.638,13.2987,7.4,2
12:08.4,42.6103,13.311,10.1,2.2
16:56.8,42.7372,13.2268,10.5,2.1
22:51.9,42.7832,13.1753,10.2,2
27:16.4,42.4653,13.2447,11,2.8
30:50.0,42.8157,13.2393,9.3,2.8
31:43.9,42.5987,13.2758,10.3,2.7
47:04.4,42.7352,13.1948,10,2.4
20:38.5,42.7872,13.2293,11.1,2.1
41:38.4,42.7925,13.1815,8.6,3.2
43:17.6,42.7712,13.2282,8.2,2.5
01:40.8,42.7478,13.2302,10.6,2.2
01:40.8,42.7547,13.2352,11,2.2
25:54.7,42.8327,13.1732,6.4,2.2
25:54.7,42.8357,13.165,8.3,2.7
26:42.7,42.6037,13.3153,10,2.4
32:12.6,42.7772,13.1428,8.8,2.3
40:14.2,42.8468,13.2442,8.4,3.5
44:33.4,42.6078,13.3145,10,2.4
45:24.4,42.8318,13.164,7.3,2.3
01:01.9,42.8223,13.1617,10.5,2.1
09:48.8,42.6132,13.3283,10.6,2.5
11:29.1,42.841,13.2508,7.9,2.1
32:51.4,42.7163,13.2233,7.9,2
41:26.1,42.6088,13.2932,9.8,2.4
44:10.9,42.6285,13.2908,8.5,2.2
00:59.6,42.7948,13.2193,9.8,2.4
03:15.8,42.6232,13.3,9.8,2.1
56:39.8,42.7192,13.2572,10.2,2.7
05:40.1,42.8448,13.2508,8.5,2.2
30:17.0,42.8165,13.1665,10.5,2
37:06.8,42.7317,13.2112,10,2.3
38:59.2,42.5932,13.2873,18.5,2.4
39:31.7,42.7558,13.1815,10.9,2.1
44:21.0,42.781,13.177,10.1,2
02:23.0,42.771,13.1148,7.1,2.6
03:42.8,42.7788,13.1332,8.7,2
14:10.5,42.7465,13.2042,11,2.4
16:25.5,42.6313,13.2968,8.3,2.1
29:48.5,42.6443,13.3022,10.1,2.1
59:22.9,42.6128,13.2623,10.8,2
21:19.6,42.6352,13.2912,10.5,2.1
31:28.1,42.676,13.2128,10.8,2.4
43:52.0,42.7822,13.1302,9.3,2.2
55:30.9,42.8258,13.1467,9.7,2.7
02:27.6,42.8047,13.1768,10.3,2.1
50:27.0,42.8132,13.2083,10.8,2.8
34:22.4,42.7783,13.1268,9.8,2.3
58:16.8,42.6148,13.3088,9.9,2.1
59:38.8,42.8003,13.2393,7.5,2.3
19:27.2,42.6195,13.2897,11,2.2
47:26.5,42.79,13.226,10.4,2
13:11.1,42.6067,13.2983,10.1,2.9
26:57.8,42.6557,13.3328,10.4,2.8
31:42.6,42.5932,13.2643,11.2,3.4
33:47.4,42.6207,13.2678,8.1,2.5
34:29.1,42.5928,13.2715,11.2,2.1
43:04.7,42.5977,13.3038,9.9,2.3
59:29.8,42.6782,13.3107,9.4,2.3
10:33.1,42.6642,13.2942,11.2,2
25:06.5,42.7973,13.2132,9.5,2
38:11.0,42.7387,13.1882,10.1,2
41:48.2,42.7675,13.1138,9.3,2.2
43:08.6,42.7698,13.1027,9.3,2
48:40.3,42.7498,13.2565,10.8,2.3
01:02.0,42.7568,13.1458,10.1,2.1
18:26.6,42.7672,13.0905,7.5,2.3
26:38.3,42.8087,13.1472,10.1,2.2
27:22.8,42.7933,13.1427,10.4,2.3
28:09.7,42.5953,13.3128,8.4,2
28:54.2,42.7633,13.1027,7.6,2
35:35.7,42.6405,13.2805,6.5,2
41:56.1,42.6217,13.31,7.2,2.5
49:53.9,42.7492,13.0363,10.3,2.4
52:55.4,42.8062,13.1422,8.8,2.6
53:20.5,42.6202,13.3042,11.1,2.9
11:19.1,42.7793,13.1178,6.8,2.2
24:08.5,42.7852,13.1305,8.7,2.1
31:58.8,42.7832,13.1333,8.5,2.2
41:27.3,42.6005,13.2667,11.7,2.1
41:46.1,42.8078,13.1502,10.3,2.6
01:06.1,42.6255,13.3032,6.7,2.2
17:07.8,42.5923,13.2697,10.7,2.3
43:27.5,42.7512,13.1443,12.3,2.3
55:01.0,42.6107,13.2625,12.9,2.2
13:08.5,42.65,13.321,7.5,2.2
16:30.5,42.7303,13.218,10.1,2.3
40:49.8,42.7708,13.2152,10.5,2.7
08:53.8,42.6825,13.2178,9.1,2.2
09:22.9,42.6208,13.2818,14.2,2
11:42.4,42.6297,13.3192,10.8,2
20:10.5,42.7932,13.1883,9.6,2.5
59:15.6,42.6182,13.3092,9.9,2
29:50.2,42.7572,13.2148,10.4,2.1
33:13.2,42.7212,13.2133,9.9,2.1
10:23.6,42.7722,13.0933,8.4,2
16:34.2,42.6032,13.3092,9.8,3.1
17:49.7,42.6088,13.3067,11,2.2
45:05.9,42.6322,13.3187,9.9,2.4
49:26.6,42.7615,13.2522,9.2,2.1
59:53.8,42.8362,13.2545,7,2.2
04:19.5,42.8093,13.165,10.8,2.1
13:10.4,42.6252,13.3103,8.5,2.9
20:03.6,42.8165,13.2148,8.8,2.1
37:19.8,42.7215,13.1973,11.2,3.3
38:46.8,42.7952,13.2073,9.9,2.3
48:25.8,42.3903,13.3338,10.3,2.1
05:45.2,42.7597,13.2047,10.1,2.6
17:49.5,42.6472,13.2242,14.5,2
59:53.7,42.796,13.2352,8.1,3
01:16.5,42.7798,13.2408,14.9,2
40:31.6,42.4588,13.2803,9.8,2.1
40:32.4,42.5043,13.2513,11.8,2.4
08:02.0,42.5703,13.2695,11.6,2
12:41.7,42.8672,13.2457,8.7,2.1
13:35.6,42.7945,13.1852,10,2.1
18:18.0,42.6265,13.2948,7.8,3.3
26:44.4,42.5962,13.3152,11.1,2
51:50.1,42.6188,13.2997,10.9,2.3
01:51.0,42.6163,13.3023,8.3,2
05:37.7,42.6092,13.3138,7,2.2
06:33.3,42.6113,13.3012,7.4,2.1
11:46.5,42.8102,13.1528,10.4,2.1
24:17.3,42.7793,13.0992,12.7,2.5
25:32.6,42.7788,13.1073,10.6,3
44:07.4,42.7967,13.1737,9.9,2.7
13:55.5,42.7313,13.1983,10,2.2
09:12.6,42.8382,13.2218,9.2,2
17:50.7,42.7898,13.2448,11.3,2.9
44:50.2,42.7415,13.2083,10.6,2.7
07:33.0,42.5985,13.2867,8.6,3.5
18:08.8,42.8037,13.155,10.1,2
00:58.4,42.7545,13.162,9.9,2.1
04:32.2,42.568,13.2118,11.1,2.3
34:05.8,42.8062,13.148,10,2.4
37:39.0,42.7718,13.1198,11.5,3.5
38:52.5,42.7817,13.1197,12.4,2.7
39:15.0,42.778,13.1308,11.7,2.6
40:09.4,42.7812,13.1242,12.2,2
53:32.8,42.6982,13.1888,4.2,2.4
55:35.4,42.8232,13.2323,8.7,4.2
25:18.6,42.7323,13.247,10.3,2.8
39:18.6,42.8387,13.1702,10.7,2
42:01.7,42.8183,13.1387,9.2,3.7
54:40.8,42.7862,13.1687,11.1,2.3
02:14.1,42.8202,13.147,9.2,2
03:17.2,42.8003,13.1572,10.3,2.2
18:25.3,42.8298,13.2493,9,2
28:31.8,42.779,13.1237,11.2,2
30:21.5,42.7738,13.1247,7.2,2
32:25.2,42.7802,13.1492,10.4,2.5
33:20.6,42.6373,13.2518,10.6,2.6
44:49.9,42.8287,13.2502,9.6,2.4
45:46.6,42.7568,13.2277,9.8,2.4
00:18.4,42.6058,13.2987,7.4,2
14:43.0,42.7683,13.1533,10.7,2.1
